content,index
"Lansing, Michigan (CNN)Gov. Gretchen Whitmer was listening, slowly nodding her head, as she conducted one of her daily conversations with doctors and nurses on the front lines of the state's fight against coronavirus.
""How are you taking care of yourself?"" W… [+8216 chars]",170
"There is “increasing confidence” that coronavirus likely originated in a Wuhan laboratory as part of China’s effort to demonstrate that its efforts to identify and combat viruses are equal or greater than the capabilities of the United States, according to a … [+4018 chars]",171
RAND,172
"BEIJING (Reuters) - China reported fewer new coronavirus cases on Thursday that involved travellers arriving from abroad, but said locally transmitted infections rose, with the capital Beijing seeing new local cases for the first time in more than three weeks… [+3357 chars]",173
"WASHINGTON (Reuters) - President Donald Trump on Thursday is expected to lay out a strategy to phase out the month-long economic shutdown aimed at stanching the coronavirus pandemic, despite concerns from health experts, state governors and business leaders a… [+4736 chars]",174
Nurse Mike Gulick was meticulous about not bringing the coronavirus home to his wife and their 2-year-old daughter. Hed stop at a hotel after work just to take a shower. Hed wash his clothes in Lysol disinfectant. They did a tremendous amount of handwashing.,175
"Subscribe
Start Your Daily Mornings with Times of India Newspaper!Order Now",176
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",177
"Hundreds of cases of COVID-19 have been reported within the US Postal Service, and thousands of employees have had to self-quarantine, so some people may be concerned about contracting the coronavirus from a contaminated piece of mail.
But there are several … [+1638 chars]",178
WASHINGTON (AP) The Justice Departments inspector general will conduct remote inspections of Bureau of Prisons facilities to ensure they are following best practices to mitigate the spread of the coronavirus after hundreds of federal inmates tested positive f… [+2705 chars],179
"If China is responsible for the coronavirus pandemic, as some have suggested, Sen. Tom Cotton (R-AR) argues the communist Asia nation must be made to pay a price for the damage inflicted on the world, both in terms of lives and economy.
Cotton told Fox News … [+1304 chars]",180
"A 19-year-old pizza delivery man has tested positive for novel coronavirus in Delhi, prompting authorities to quarantine a total of 89 people, including 72 people in houses of South Delhi where he made deliveries.
A total of 17 people, including the owner of… [+597 chars]",181
RAND,182
"JOHANNESBURG -- 
More than 1 million coronavirus tests will be rolled out starting next week in Africa to address the big gap in assessing the true number of cases on the continent, the head of the African Centers for Disease Control and Prevention said Thur… [+3464 chars]",183
"The journalists at BuzzFeed News are proud to bring you trustworthy and relevant reporting about the coronavirus. To help keep this news free,become a memberand sign up for our newsletter,Outbreak Today.
WASHINGTON An inmate at a Louisiana prison was choked … [+9357 chars]",184
"Subscribe
Start Your Daily Mornings with Times of India Newspaper!Order Now",185
"London (CNN)Like a line of dominoes, country after country has been shut down by the novel coronavirus. Despite signs the threat was making its way across the globe, there was a clear pattern of response in many parts of the world -- denial, fumbling and, eve… [+18244 chars]",186
"A report at the Epoch Times on Tuesday said that despite the much-ballyhooed grand reopening of Wuhan, the city at the heart of the coronavirus pandemic, and the confident proclamations of Chinese officials that the virus has been all but exterminated, quaran… [+3498 chars]",187
"SINGAPORE — At around 4 p.m. on March 26, a Thursday, I got a text message from the yoga studio where I moonlight as a part-time instructor. A student who’d been in one of my classes a week earlier had tested positive for the coronavirus. Be prepared to be qu… [+12892 chars]",188
"Coronavirus: Fact vs Fiction
<ul><li></li><li></li><li></li><li></li><li></li><li></li><li></li><li></li><li></li><li></li></ul>Show more episodes",189
President Donald Trump on Monday questioned whether politics tinged the findings of a newly released Health and Human Services inspector general report that found hospitals have been most concerned about a shortage of coronavirus testing supplies and long wai… [+1349 chars],190
The coronavirus task force speaks to the media as the virus continues to spread throughout the US.,191
"Why CNN is using pandemic
It is not a decision we take lightly. While we know it sounds alarming, it should not cause panic.",192
"Why CNN is using pandemic
It is not a decision we take lightly. While we know it sounds alarming, it should not cause panic.",193
"Why CNN is using pandemic
It is not a decision we take lightly. While we know it sounds alarming, it should not cause panic.",194
Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,195
"(CNN)A vacuum of knowledge about the origins of the new coronavirus ravaging the world has provided fertile ground for all manner of theories -- from the fantastic, to the dubious to the believable.
It was a bioweapon manufactured by the Chinese. The US Army… [+11158 chars]",196
"(CNN)US health officials say this will be the toughest week yet in the fight against coronavirus as the death toll approaches 10,000.
Mortuaries in New Orleans are out of space, and the mayor said she needs help getting more refrigeration. 
New York, New Je… [+4358 chars]",197
"The Actors Fund: TAF provides financial relief and promotes economic security for performing arts and entertainment professionals.
The Actors Fund of Canada: The AFCs emergency assistance fund will help help Canadian arts and entertainment professionals main… [+21080 chars]",198
"Coronavirus: Fact vs Fiction
<ul><li></li><li></li><li></li><li></li><li></li><li></li><li></li><li></li><li></li><li></li></ul>Show more episodes",199
